0,1,2,3,4,6,8,9,10,11
(-400,369,90.000000,-2)
(-395,369,90.000000,-2)
(-390,369,90.000000,-2)
(-385,369,90.000000,-2)
(-380,369,90.000000,-2)
(-375,369,90.000000,-2)
(-370,369,90.000000,-2)
(-365,369,90.000000,-2)
(-360,369,90.000000,-2)
(-355,369,90.000000,-2)
(-350,369,90.000000,-2)
(-345,369,90.000000,-2)
(-340,369,90.000000,-2)
(-335,369,90.000000,-2)
(-330,369,90.000000,-2)
(-325,369,90.000000,-2)
(-320,369,90.000000,-2)
(-315,369,90.000000,-2)
(-310,369,90.000000,-2)
(-305,369,90.000000,-2)
(-300,369,90.000000,-2)
(-295,369,90.000000,-2)
(-290,369,90.000000,-2)
(-285,369,90.000000,-2)
(-280,369,90.000000,-2)
(-275,369,90.000000,-2)
(-270,369,90.000000,-2)
(-265,369,90.000000,-2)
(-260,369,90.000000,-2)
(-255,369,90.000000,-2)
(-250,369,90.000000,-2)
(-245,369,90.000000,-2)
(-240,369,90.000000,-2)
(-235,369,90.000000,-2)
(-230,369,90.000000,-2)
(-225,369,90.000000,-2)
(-220,369,90.000000,-2)
(-215,369,90.000000,-2)
(-210,369,90.000000,-2)
(-205,369,90.000000,-2)
(-200,369,90.000000,-2)
(-195,369,90.000000,-2)
(-190,369,90.000000,-2)
(-185,369,90.000000,-2)
(-180,369,90.000000,-2)
(-175,369,90.000000,-2)
(-170,369,90.000000,-2)
(-165,369,90.000000,-2)
(-160,369,90.000000,-2)
(-155,369,90.000000,-2)
(-150,369,90.000000,-2)
(-145,369,90.000000,-2)
(-140,369,90.000000,-2)
(-135,369,90.000000,-2)
(-130,369,90.000000,-2)
(-125,369,90.000000,-2)
(-120,369,90.000000,-2)
(-115,369,90.000000,-2)
(-110,369,90.000000,-2)
(-105,369,90.000000,-2)
(-100,369,90.000000,-2)
(-95,369,90.000000,-2)
(-90,369,90.000000,-2)
(-85,369,90.000000,-2)
(-80,369,90.000000,-2)
(-75,369,90.000000,-2)
(-70,369,90.000000,-2)
(-65,369,90.000000,-2)
(-60,369,90.000000,-2)
(-55,369,90.000000,-2)
(-50,369,90.000000,-2)
(-45,369,90.000000,-2)
(-40,369,90.000000,-2)
(-35,369,90.000000,-2)
(-30,369,90.000000,-2)
(-25,369,90.000000,-2)
(-20,369,90.000000,-2)
(-15,369,90.000000,-2)
(-10,369,90.000000,-2)
(-5,369,90.000000,-2)
(0,369,90.000000,-2)
(5,369,90.000000,-2)
(10,369,90.000000,-2)
(15,369,90.000000,-2)
(20,369,90.000000,-2)
(25,369,90.000000,-2)
(30,369,90.000000,-2)
(35,369,90.000000,-2)
(40,369,90.000000,-2)
(45,369,90.000000,-2)
(50,369,90.000000,-2)
(55,369,90.000000,-2)
(60,369,90.000000,-2)
(65,369,90.000000,-2)
(70,369,90.000000,-2)
(75,369,90.000000,-2)
(80,369,90.000000,-2)
(85,369,90.000000,-2)
(90,369,90.000000,-2)
(95,369,90.000000,-2)
(100,369,90.000000,-2)
(105,369,90.000000,-2)
(110,369,90.000000,-2)
(115,369,90.000000,-2)
(120,369,90.000000,-2)
(125,369,90.000000,-2)
(130,369,90.000000,-2)
(135,369,90.000000,-2)
(140,369,90.000000,-2)
(145,369,90.000000,-2)
(150,369,90.000000,-2)
(155,369,90.000000,-2)
(160,369,90.000000,-2)
(165,369,90.000000,-2)
(170,369,90.000000,-2)
(175,369,90.000000,-2)
(180,369,90.000000,-2)
(185,369,90.000000,-2)
(190,369,90.000000,-2)
(195,369,90.000000,-2)
(200,369,90.000000,-2)
(205,369,90.000000,-2)
(210,369,90.000000,-2)
(215,369,90.000000,-2)
(220,369,90.000000,-2)
(225,369,90.000000,-2)
(230,369,90.000000,-2)
(235,369,90.000000,-2)
(240,369,90.000000,-2)
(245,369,90.000000,-2)
(250,369,90.000000,-2)
(255,369,90.000000,-2)
(260,369,90.000000,-2)
(265,369,90.000000,-2)
(270,369,90.000000,-2)
(275,369,90.000000,-2)
(280,369,90.000000,-2)
(285,369,90.000000,-2)
(290,369,90.000000,-2)
(295,369,90.000000,-2)
(300,369,90.000000,-2)
(305,369,90.000000,-2)
(310,369,90.000000,-2)
(315,369,90.000000,-2)
(320,369,90.000000,-2)
(325,369,90.000000,-2)
(330,369,90.000000,-2)
(335,369,90.000000,-2)
(340,369,90.000000,-2)
(345,369,90.000000,-2)
(350,369,90.000000,-2)
(355,369,90.000000,-2)
(360,369,90.000000,-2)
(365,369,90.000000,-2)
(370,369,90.000000,-2)
(375,369,90.000000,-2)
(380,369,90.000000,-2)
(385,369,90.000000,-2)
(390,369,90.000000,-2)
(395,369,90.000000,-2)
(400,369,90.000000,-2)
(405,369,90.000000,-2)
(410,369,90.000000,-2)
(415,369,90.000000,-2)
(420,369,90.000000,-2)
(425,369,90.000000,-2)
(430,369,90.000000,-2)
(435,369,90.000000,-2)
(440,369,90.000000,-2)
(445,369,90.000000,-2)
(450,369,90.000000,-2)
(455,369,90.000000,-2)
(460,369,90.000000,-2)
(465,369,90.000000,-2)
(470,369,90.000000,-2)
(475,369,90.000000,-2)
(480,369,90.000000,-2)
(485,369,90.000000,-2)
(490,369,90.000000,-2)
(495,369,90.000000,-2)
(500,369,90.000000,-2)
(505,369,90.000000,-2)
(510,369,90.000000,-2)
(515,369,90.000000,-2)
(520,369,90.000000,-2)
(530,369,90.000000,-2)
(535,369,90.000000,-2)
(540,369,90.000000,-2)
(545,369,90.000000,-2)
(550,369,90.000000,-2)
(555,369,90.000000,-2)
(560,369,90.000000,-2)
(565,369,90.000000,-2)
(570,369,90.000000,-2)
(575,369,90.000000,-2)
(580,369,90.000000,-2)
(585,369,90.000000,-2)
(590,369,90.000000,-2)
(595,369,90.000000,-2)
(600,369,90.000000,-2)
(605,369,90.000000,-2)
(610,369,90.000000,-2)
(615,369,90.000000,-2)
(620,369,90.000000,-2)
(625,369,90.000000,-2)
(630,369,90.000000,-2)
(635,369,90.000000,-2)
(640,369,90.000000,-2)
(645,369,90.000000,-2)
(650,369,90.000000,-2)
(655,369,90.000000,-2)
(660,369,90.000000,-2)
(665,369,90.000000,-2)
(670,369,90.000000,-2)
(675,369,90.000000,-2)
(680,369,90.000000,-2)
(685,369,90.000000,-2)
(690,369,90.000000,-2)
(695,369,90.000000,-2)
(700,369,90.000000,-2)
(705,369,90.000000,-2)
(710,369,90.000000,-2)
(715,369,90.000000,-2)
(720,369,90.000000,-2)
(725,369,90.000000,-2)
(730,369,90.000000,-2)
(735,369,90.000000,-2)
(740,369,90.000000,-2)
(745,369,90.000000,-2)
(750,369,90.000000,-2)
(755,369,90.000000,-2)
(760,369,90.000000,-2)
(765,369,90.000000,-2)
(770,369,90.000000,-2)
(775,369,90.000000,-2)
(780,369,90.000000,-2)
(785,369,90.000000,-2)
(790,369,90.000000,-2)
(795,369,90.000000,-2)
(800,369,90.000000,-2)
(805,369,90.000000,-2)
(810,369,90.000000,-2)
(815,369,90.000000,-2)
(820,369,90.000000,-2)
(825,369,90.000000,-2)
(830,369,90.000000,-2)
(835,369,90.000000,-2)
(840,369,90.000000,-2)
(845,369,90.000000,-2)
(850,369,90.000000,-2)
(855,369,90.000000,-2)
(860,369,90.000000,-2)
(865,369,90.000000,-2)
(870,369,90.000000,-2)
(875,369,90.000000,-2)
(880,369,90.000000,-2)
(885,369,90.000000,-2)
(890,369,90.000000,-2)
(895,369,90.000000,-2)
(900,369,90.000000,-2)
(905,369,90.000000,-2)
(910,369,90.000000,-2)
(915,369,90.000000,-2)
(920,369,90.000000,-2)
(925,369,90.000000,-2)
(930,369,90.000000,-2)
(935,369,90.000000,-2)
(940,369,90.000000,-2)
(945,369,90.000000,-2)
(950,369,90.000000,-2)
(955,369,90.000000,-2)
(960,369,90.000000,-2)
(965,369,90.000000,-2)
(970,369,90.000000,-2)
(975,369,90.000000,-2)
(980,369,90.000000,-2)
(985,369,90.000000,-2)
