0,1,2,3,4,6,8,9,10,11
(1680,369,270.000000,-2)
(1675,369,270.000000,-2)
(1670,369,270.000000,-2)
(1665,369,270.000000,-2)
(1660,369,270.000000,-2)
(1655,369,270.000000,-2)
(1650,369,270.000000,-2)
(1645,369,270.000000,-2)
(1640,369,270.000000,-2)
(1635,369,270.000000,-2)
(1630,369,270.000000,-2)
(1625,369,270.000000,-2)
(1620,369,270.000000,-2)
(1615,369,270.000000,-2)
(1610,369,270.000000,-2)
(1605,369,270.000000,-2)
(1600,369,270.000000,-2)
(1595,369,270.000000,-2)
(1590,369,270.000000,-2)
(1585,369,270.000000,-2)
(1580,369,270.000000,-2)
(1575,369,270.000000,-2)
(1570,369,270.000000,-2)
(1565,369,270.000000,-2)
(1560,369,270.000000,-2)
(1555,369,270.000000,-2)
(1550,369,270.000000,-2)
(1545,369,270.000000,-2)
(1540,369,270.000000,-2)
(1535,369,270.000000,-2)
(1530,369,270.000000,-2)
(1525,369,270.000000,-2)
(1520,369,270.000000,-2)
(1515,369,270.000000,-2)
(1510,369,270.000000,-2)
(1505,369,270.000000,-2)
(1500,369,270.000000,-2)
(1495,369,270.000000,-2)
(1490,369,270.000000,-2)
(1485,369,270.000000,-2)
(1480,369,270.000000,-2)
(1475,369,270.000000,-2)
(1470,369,270.000000,-2)
(1465,369,270.000000,-2)
(1460,369,270.000000,-2)
(1455,369,270.000000,-2)
(1450,369,270.000000,-2)
(1445,369,270.000000,-2)
(1440,369,270.000000,-2)
(1435,369,270.000000,-2)
(1430,369,270.000000,-2)
(1425,369,270.000000,-2)
(1420,369,270.000000,-2)
(1415,369,270.000000,-2)
(1410,369,270.000000,-2)
(1405,369,270.000000,-2)
(1400,369,270.000000,-2)
(1395,369,270.000000,-2)
(1390,369,270.000000,-2)
(1385,369,270.000000,-2)
(1380,369,270.000000,-2)
(1375,369,270.000000,-2)
(1370,369,270.000000,-2)
(1365,369,270.000000,-2)
(1360,369,270.000000,-2)
(1355,369,270.000000,-2)
(1350,369,270.000000,-2)
(1345,369,270.000000,-2)
(1340,369,270.000000,-2)
(1335,369,270.000000,-2)
(1330,369,270.000000,-2)
(1325,369,270.000000,-2)
(1320,369,270.000000,-2)
(1315,369,270.000000,-2)
(1310,369,270.000000,-2)
(1305,369,270.000000,-2)
(1300,369,270.000000,-2)
(1295,369,270.000000,-2)
(1290,369,270.000000,-2)
(1285,369,270.000000,-2)
(1280,369,270.000000,-2)
(1275,369,270.000000,-2)
(1270,369,270.000000,-2)
(1265,369,270.000000,-2)
(1260,369,270.000000,-2)
(1255,369,270.000000,-2)
(1250,369,270.000000,-2)
(1245,369,270.000000,-2)
(1240,369,270.000000,-2)
(1235,369,270.000000,-2)
(1230,369,270.000000,-2)
(1225,369,270.000000,-2)
(1220,369,270.000000,-2)
(1215,369,270.000000,-2)
(1210,369,270.000000,-2)
(1205,369,270.000000,-2)
(1200,369,270.000000,-2)
(1195,369,270.000000,-2)
(1190,369,270.000000,-2)
(1185,369,270.000000,-2)
(1180,369,270.000000,-2)
(1175,369,270.000000,-2)
(1170,369,270.000000,-2)
(1165,369,270.000000,-2)
(1160,369,270.000000,-2)
(1155,369,270.000000,-2)
(1150,369,270.000000,-2)
(1145,369,270.000000,-2)
(1140,369,270.000000,-2)
(1135,369,270.000000,-2)
(1130,369,270.000000,-2)
(1125,369,270.000000,-2)
(1120,369,270.000000,-2)
(1115,369,270.000000,-2)
(1110,369,270.000000,-2)
(1105,369,270.000000,-2)
(1100,369,270.000000,-2)
(1095,369,270.000000,-2)
(1090,369,270.000000,-2)
(1085,369,270.000000,-2)
(1080,369,270.000000,-2)
(1075,369,270.000000,-2)
(1070,369,270.000000,-2)
(1065,369,270.000000,-2)
(1060,369,270.000000,-2)
(1055,369,270.000000,-2)
(1050,369,270.000000,-2)
(1045,369,270.000000,-2)
(1040,369,270.000000,-2)
(1035,369,270.000000,-2)
(1030,369,270.000000,-2)
(1025,369,270.000000,-2)
(1020,369,270.000000,-2)
(1015,369,270.000000,-2)
(1010,369,270.000000,-2)
(1005,369,270.000000,-2)
(1000,369,270.000000,-2)
(995,369,270.000000,-2)
(990,369,270.000000,-2)
(985,369,270.000000,-2)
(980,369,270.000000,-2)
(975,369,270.000000,-2)
(970,369,270.000000,-2)
(965,369,270.000000,-2)
(960,369,270.000000,-2)
(955,369,270.000000,-2)
(950,369,270.000000,-2)
(945,369,270.000000,-2)
(940,369,270.000000,-2)
(935,369,270.000000,-2)
(930,369,270.000000,-2)
(925,369,270.000000,-2)
(920,369,270.000000,-2)
(915,369,270.000000,-2)
(910,369,270.000000,-2)
(905,369,270.000000,-2)
(900,369,270.000000,-2)
(895,369,270.000000,-2)
(890,369,270.000000,-2)
(885,369,270.000000,-2)
(880,369,270.000000,-2)
(875,369,270.000000,-2)
(870,369,270.000000,-2)
(865,369,270.000000,-2)
(860,369,270.000000,-2)
(855,369,270.000000,-2)
(850,369,270.000000,-2)
(845,369,270.000000,-2)
(840,369,270.000000,-2)
(835,369,270.000000,-2)
(830,369,270.000000,-2)
(825,369,270.000000,-2)
(820,369,270.000000,-2)
(815,369,270.000000,-2)
(810,369,270.000000,-2)
(805,369,270.000000,-2)
(800,369,270.000000,-2)
(795,369,270.000000,-2)
(790,369,270.000000,-2)
(785,369,270.000000,-2)
(780,369,270.000000,-2)
(775,369,270.000000,-2)
(770,369,270.000000,-2)
(765,369,270.000000,-2)
(760,369,270.000000,-2)
(755,369,270.000000,-2)
(750,369,270.000000,-2)
(745,369,270.000000,-2)
(740,369,270.000000,-2)
(735,369,270.000000,-2)
(730,369,270.000000,-2)
(725,369,270.000000,-2)
(720,369,270.000000,-2)
(715,369,270.000000,-2)
(710,369,270.000000,-2)
(705,369,270.000000,-2)
(700,369,270.000000,-2)
(695,369,270.000000,-2)
(690,369,270.000000,-2)
(685,369,270.000000,-2)
(680,369,270.000000,-2)
(675,369,270.000000,-2)
(670,369,270.000000,-2)
(665,369,270.000000,-2)
(660,369,270.000000,-2)
(655,369,270.000000,-2)
(650,369,270.000000,-2)
(645,369,270.000000,-2)
(640,369,270.000000,-2)
(635,369,270.000000,-2)
(630,369,270.000000,-2)
(625,369,270.000000,-2)
(620,369,270.000000,-2)
(615,369,270.000000,-2)
(610,369,270.000000,-2)
(605,369,270.000000,-2)
(600,369,270.000000,-2)
(595,369,270.000000,-2)
